FullAddress,PrimaryAddress,SecondaryAddress,City,State,ZipCode,OrderRevenue,OrderDate,OrderNumber,CustomerID,FirstTimeOrder
57237 Shannon Ridge Port,57237 Shannon Ridge Port,,Conniefurt,MT,21398,807.39,2021-04-01,32235212,U1918673,0
15412 Kelly Plain Apt. 380,15412 Kelly Plain,Apt. 380,New Colinview,DE,45330,746.36,2021-04-01,86545826,U9334730,1
98600 Derrick Gateway Suite 920,98600 Derrick Gateway,Suite 920,Kaylaton,KS,52723,964.73,2021-04-01,57384070,U2957993,1
031 Williams Manor Suite 212,031 Williams Manor,Suite 212,Thomasland,AZ,72582,185.54,2021-04-01,18498535,U3956369,1
PSC 6394 Box 9039,PSC 6394,Box 9039,APO,AP,31213,722.17,2021-04-01,84858663,U5220481,1
8934 Amanda Corners Apt. 856,8934 Amanda Corners,Apt. 856,Autumnland,TN,86798,778.6,2021-04-01,45911071,U8760038,0
925 Lance Tunnel,925 Lance Tunnel,,Danielton,NV,15483,111.23,2021-04-01,99699902,U8163133,0
5670 Vargas Centers Apt. 944,5670 Vargas Centers,Apt. 944,South Deborah,NE,02726,451.68,2021-04-02,60366171,U2133401,1
22470 Mark Falls Suite 772,22470 Mark Falls,Suite 772,Sandraburgh,IN,35885,783.09,2021-04-02,86076860,U9755472,1
7466 Patterson Bridge Suite 398,7466 Patterson Bridge,Suite 398,Port Lukefurt,AL,81699,79.98,2021-04-02,32820244,U5470541,0
1167 Stewart River Apt. 353,1167 Stewart River,Apt. 353,Woodchester,PA,38802,424.24,2021-04-02,79397055,U6133719,0
216 Jonathan Plains,216 Jonathan Plains,,Lake Jeremiah,AL,73840,463.11,2021-04-02,99829835,U7969907,0
0336 Daryl Groves,0336 Daryl Groves,,Jordanton,NH,79651,395.39,2021-04-02,10075957,U7932987,1
922 Schneider Estates Suite 406,922 Schneider Estates,Suite 406,Hansenview,WY,47538,682.12,2021-04-02,28129886,U6035054,1
92095 Stephen Club Apt. 664,92095 Stephen Club,Apt. 664,Blakeview,MA,17663,148.76,2021-04-02,88483283,U1337274,0
00263 Rivera Trail Suite 021,00263 Rivera Trail,Suite 021,South Brandon,SD,88817,517.81,2021-04-02,30415076,U4762406,1
897 Mark Mountain,897 Mark Mountain,,West Joseside,MO,45735,69.45,2021-04-02,23626200,U6360440,0
960 Martinez Inlet Suite 001,960 Martinez Inlet,Suite 001,Victorburgh,CT,15883,467.37,2021-04-02,36316011,U5824160,0
7858 Smith Causeway,7858 Smith Causeway,,Lake Philipfurt,NE,30325,855.96,2021-04-02,27671740,U1026143,0
51671 Michael Brook Apt. 236,51671 Michael Brook,Apt. 236,Christopherton,VA,56584,942.77,2021-04-02,19656036,U6975335,1
107 Thomas Junction,107 Thomas Junction,,Smithland,PA,68123,693.5,2021-04-02,14192573,U2719479,0
1722 Sandra Stream Suite 038,1722 Sandra Stream,Suite 038,Lake Mark,NV,67718,115.46,2021-04-02,96891427,U5219180,0
7970 Chris Turnpike Suite 805,7970 Chris Turnpike,Suite 805,New Patriciaburgh,NH,01097,785.8,2021-04-02,41422736,U4424910,1
03047 Jessica Mill,03047 Jessica Mill,,East Christian,NJ,10786,153.29,2021-04-02,67303800,U2883953,0
30594 Miller Views,30594 Miller Views,,Hillmouth,NM,37555,202.6,2021-04-02,90374096,U5617423,0
330 Hess Walk Apt. 668,330 Hess Walk,Apt. 668,Parkermouth,DE,25971,33.94,2021-04-02,82166965,U7129262,1
8221 Laura Neck Apt. 835,8221 Laura Neck,Apt. 835,North George,WA,48871,629.07,2021-04-02,16027112,U4687039,1
33294 Anderson Mountains,33294 Anderson Mountains,,Stevenstown,NV,36316,436.82,2021-04-02,52133691,U8624314,0
8657 Robert Mills,8657 Robert Mills,,Leonstad,AR,85000,471.64,2021-04-02,73491896,U4765106,0
7582 Danielle Forge,7582 Danielle Forge,,New Tanya,CT,80303,199.41,2021-04-02,93755251,U4870925,1
6517 Torres Landing,6517 Torres Landing,,Lake Richardchester,CT,49694,285.41,2021-04-02,42945913,U4695663,0
741 Amanda Mount Suite 138,741 Amanda Mount,Suite 138,Port Rachel,NY,31761,960.24,2021-04-02,70157170,U2655631,0
05477 Michele Station,05477 Michele Station,,Theodoreburgh,ME,63752,660.45,2021-04-03,80812890,U5593407,0
4002 Baker Isle,4002 Baker Isle,,Millerport,IL,98701,323.34,2021-04-03,16714508,U3100875,1
7397 Howe Locks Apt. 009,7397 Howe Locks,Apt. 009,Hoffmanchester,FL,76873,551.64,2021-04-03,31875367,U2376756,1
35637 Rios Causeway,35637 Rios Causeway,,New Jason,IA,31069,311.08,2021-04-03,32126023,U7648967,1
814 Jennifer Crossroad,814 Jennifer Crossroad,,Jenniferchester,NC,00814,847.09,2021-04-03,23317882,U2144313,1
PSC 7346 Box 7209,PSC 7346,Box 7209,APO,AE,48081,149.68,2021-04-03,15207628,U5399920,1
685 Haas Lights Suite 138,685 Haas Lights,Suite 138,West Carlhaven,AR,40310,479.41,2021-04-03,67540605,U7451134,0
USNS Carter,USNS Carter,,FPO,AE,68365,586.56,2021-04-03,20624794,U4894871,1
641 Leonard Shores,641 Leonard Shores,,Navarrostad,TX,49653,870.57,2021-04-03,76925479,U8582522,0
467 Garcia Underpass,467 Garcia Underpass,,West Sarah,KS,58202,828.91,2021-04-03,57013461,U4469363,1
14087 Kurt Mews,14087 Kurt Mews,,New Christopher,TN,28482,928.88,2021-04-03,84457305,U3658603,1
43376 Henry Parkways Apt. 569,43376 Henry Parkways,Apt. 569,Carolynmouth,MT,90834,805.1,2021-04-03,59805780,U8563669,0
5379 Alexander Stravenue,5379 Alexander Stravenue,,Lake Melissa,CA,41876,63.54,2021-04-03,58825387,U5250950,0
82927 Jeffrey Streets,82927 Jeffrey Streets,,South Jessica,NM,31482,682.3,2021-04-03,17493198,U3874641,1
16757 Louis Views Suite 425,16757 Louis Views,Suite 425,Michaelshire,MD,86950,851.09,2021-04-03,12703841,U3711979,1
524 Erica Course Apt. 110,524 Erica Course,Apt. 110,Shawnburgh,AZ,89866,384.58,2021-04-03,96137776,U9505001,0
USNV Reed,USNV Reed,,FPO,AA,19375,909.02,2021-04-03,64615592,U7989554,0
331 Garrett Ford Apt. 256,331 Garrett Ford,Apt. 256,Lake Christine,MA,96959,256.89,2021-04-03,72968132,U8711339,0
USNV Hanson,USNV Hanson,,FPO,AP,56791,174.68,2021-04-03,62135593,U9936360,1
07934 Mcintyre Estates,07934 Mcintyre Estates,,New Kevin,WI,95289,892.59,2021-04-04,30966551,U7251979,1
9592 Williams Plaza Apt. 332,9592 Williams Plaza,Apt. 332,Lake Carlosborough,MO,19201,252.81,2021-04-04,84130241,U2334679,0
993 Rachel Mountains Apt. 111,993 Rachel Mountains,Apt. 111,Contrerasberg,NM,15170,131.61,2021-04-04,44524392,U3535544,1
58290 Irwin Fork Apt. 203,58290 Irwin Fork,Apt. 203,Thomasland,MO,22487,353.43,2021-04-04,57950909,U3475194,1
USS Jones,USS Jones,,FPO,AE,76148,413.37,2021-04-04,73604244,U4337210,0
61572 Benjamin Crest Apt. 314,61572 Benjamin Crest,Apt. 314,West Ivanside,RI,29609,709.48,2021-04-04,43421017,U4989795,0
3035 Kristy Motorway,3035 Kristy Motorway,,Port Matthewside,KY,61135,999.18,2021-04-04,55888767,U3679165,0
84801 Parrish Gateway Apt. 463,84801 Parrish Gateway,Apt. 463,Timothyview,CO,94831,606.54,2021-04-04,49785878,U3265346,1
42175 Davenport Drive,42175 Davenport Drive,,Mendozachester,SD,27800,823.5,2021-04-04,99785312,U8521781,1
267 Martin Light,267 Martin Light,,Lake Shannon,WV,69865,697.68,2021-04-04,43888549,U4928545,1
941 Jean Brook,941 Jean Brook,,New Rebeccafort,VA,32653,147.08,2021-04-04,16660011,U4608577,1
58486 Ashlee Crescent,58486 Ashlee Crescent,,South Nicholas,TN,14957,835.51,2021-04-04,20491555,U4856235,0
51227 Cox Radial Suite 269,51227 Cox Radial,Suite 269,West Angelahaven,NE,58547,482.8,2021-04-04,73928129,U5522046,0
482 Snyder Glen South,482 Snyder Glen South,,Chadtown,MD,66830,993.02,2021-04-04,59492602,U4749018,1
218 Jones Orchard Apt. 973,218 Jones Orchard,Apt. 973,Lake Savannah,IN,16748,566.37,2021-04-04,12408145,U7378113,0
55396 Wanda Stream South,55396 Wanda Stream South,,Jessicahaven,CA,21612,78.72,2021-04-04,22209417,U4115135,0
348 Kimberly Pines Apt. 541,348 Kimberly Pines,Apt. 541,North Sheila,MS,40698,709.65,2021-04-04,33102628,U4281418,0
34481 Michael Hills Suite 911,34481 Michael Hills,Suite 911,West Samanthaberg,IA,44139,693.74,2021-04-04,35880373,U4437773,0
6457 Kimberly River Suite 352,6457 Kimberly River,Suite 352,Smithborough,NH,35888,452.84,2021-04-04,39787960,U4815234,1
50181 Robert Dam,50181 Robert Dam,,Vanceland,PA,36431,903.36,2021-04-04,48209236,U4293279,0
11629 May Row,11629 May Row,,South Matthew,UT,87573,486.23,2021-04-04,60530423,U5056511,0
728 Barbara Trail Suite 783,728 Barbara Trail,Suite 783,Carolside,DC,32723,602.96,2021-04-04,59598246,U2401887,1
40482 Kelly Parkways,40482 Kelly Parkways,,Fitzgeraldfort,TN,37891,398.71,2021-04-04,54363002,U7393253,1
3813 Williams Ports Suite 126,3813 Williams Ports,Suite 126,Phillipland,WY,63507,436.68,2021-04-04,45484899,U6121566,1
USNS Carson,USNS Carson,,FPO,AE,77287,216.31,2021-04-04,96976107,U3064654,1
05296 Berger Stravenue,05296 Berger Stravenue,,New Trevor,CO,87235,847.19,2021-04-05,11657818,U6116754,1
40735 Mary Keys,40735 Mary Keys,,Grahamview,ID,27414,471.92,2021-04-05,41904400,U9886557,0
56987 Scott Terrace,56987 Scott Terrace,,West Ginamouth,DE,34928,189.9,2021-04-05,81525308,U5551592,1
69110 Hamilton Courts,69110 Hamilton Courts,,Parkerside,DC,30727,413,2021-04-05,68065346,U8911489,0
1324 Garcia Isle Suite 753,1324 Garcia Isle,Suite 753,Jamesberg,NC,14005,588.33,2021-04-05,13792522,U4419673,1
7498 Matthew Center Apt. 673,7498 Matthew Center,Apt. 673,Warnerton,NC,24564,566.44,2021-04-05,56816179,U9512077,0
15195 Abigail Island,15195 Abigail Island,,New Melodyport,VA,64474,720.83,2021-04-05,48034155,U6366218,0
025 Randy Lane Apt. 196,025 Randy Lane,Apt. 196,Deannamouth,KS,98356,687.8,2021-04-05,92733492,U1837984,1
694 Deanna Spring Apt. 990,694 Deanna Spring,Apt. 990,New Ryan,NC,64173,246.85,2021-04-05,41991323,U1748673,0
522 Jennifer Falls Suite 073,522 Jennifer Falls,Suite 073,Lake Carly,WI,76097,484.73,2021-04-05,91040012,U6049907,1
8107 Jose Stravenue,8107 Jose Stravenue,,Curryberg,KS,59549,5.3,2021-04-05,76096599,U7119707,1
845 Amanda Lake,845 Amanda Lake,,Leeton,NM,40847,252.26,2021-04-05,51338278,U4231507,0
93807 Johnson Forest,93807 Johnson Forest,,New Kevin,NY,84861,191.46,2021-04-05,60686409,U9405770,0
17975 Kenneth Dam Suite 805,17975 Kenneth Dam,Suite 805,Zacharymouth,ID,99436,39.61,2021-04-05,64013542,U1953524,1
84955 Coleman Canyon Apt. 401,84955 Coleman Canyon,Apt. 401,New Luisside,NY,86504,385.21,2021-04-05,77442303,U5145088,0
548 Schmitt Island,548 Schmitt Island,,Brookeberg,TN,23318,648.59,2021-04-05,76352462,U9807855,1
32075 Scott Creek Apt. 756,32075 Scott Creek,Apt. 756,Cannonhaven,KS,07046,179.86,2021-04-05,14386384,U5828487,0
06403 Martin Square,06403 Martin Square,,Wrightton,TN,12652,12.37,2021-04-05,18807811,U2066525,1
06106 Lawrence Terrace,06106 Lawrence Terrace,,Martinmouth,IA,07941,649.25,2021-04-05,73658864,U7381124,1
594 Diaz Freeway,594 Diaz Freeway,,Garciafurt,CA,11273,443.74,2021-04-05,58967254,U2486633,1
51847 Brandon Way,51847 Brandon Way,,Ortizborough,ID,69484,22.96,2021-04-05,88888933,U6119215,0
3709 Sandoval Parks,3709 Sandoval Parks,,Wongton,LA,88991,718.15,2021-04-05,30163505,U1407055,1
39871 Compton Fords Suite 963,39871 Compton Fords,Suite 963,Scottbury,AZ,59387,393.74,2021-04-05,95437938,U4114229,0
413 Shaffer Mountains,413 Shaffer Mountains,,Robertville,SC,25674,804.57,2021-04-05,60434129,U9363531,1
27528 Boyer Lodge West,27528 Boyer Lodge West,,Mary,IA,15345,665.53,2021-04-05,52789772,U6791297,0
7117 Johnson Track North,7117 Johnson Track North,,Mariamouth,NV,50358,150.83,2021-04-05,27573601,U7121424,1
60939 Ryan Circles,60939 Ryan Circles,,Mariaberg,TN,35358,531.04,2021-04-05,86002685,U7503894,1
6104 Kayla Junction,6104 Kayla Junction,,West Andrea,NY,48767,140.98,2021-04-05,99396197,U4245433,1
992 Reese Radial,992 Reese Radial,,Johnathanfort,KY,87588,783.01,2021-04-05,84635415,U5365446,1
23642 Heath Canyon Apt. 050,23642 Heath Canyon,Apt. 050,North Brittneyfurt,MA,88124,225.83,2021-04-05,40667518,U4642716,0
177 Marvin Pine Apt. 289,177 Marvin Pine,Apt. 289,Lake Kimchester,CO,50664,269.76,2021-04-05,65569316,U2266140,0
4926 Mary Avenue,4926 Mary Avenue,,Johnsonbury,KY,94267,71.84,2021-04-05,57541013,U4631063,0
4645 Rojas Harbor South,4645 Rojas Harbor South,,Diana,IL,87959,686.45,2021-04-05,21236060,U2973388,0
PSC 0389 Box 9673,PSC 0389,Box 9673,APO,AP,62937,863.45,2021-04-05,49969721,U4125836,0
8351 Miller Ports,8351 Miller Ports,,Lake Sierra,VT,27229,683.68,2021-04-06,17380615,U6626654,0
853 Ashlee Lodge Apt. 091,853 Ashlee Lodge,Apt. 091,New Ashleyshire,MN,68484,392.9,2021-04-06,81921679,U7046657,0
159 Pierce Cove,159 Pierce Cove,,New Jeremyport,PA,88319,21.45,2021-04-06,62206866,U7718622,0
574 Ashley Trafficway Suite 620,574 Ashley Trafficway,Suite 620,Summersside,PA,15602,140.88,2021-04-06,35163155,U5620701,0
368 King Hill Apt. 166,368 King Hill,Apt. 166,Theodoreport,NH,82688,561.73,2021-04-06,96825208,U8136844,1
92585 Sharon Ways,92585 Sharon Ways,,West Patricia,GA,33210,715.76,2021-04-06,43942435,U2038406,0
9630 Frank Burgs Suite 819,9630 Frank Burgs,Suite 819,Tinaborough,FL,15442,913.66,2021-04-06,95608417,U8953192,0
046 Troy Cliff Apt. 619,046 Troy Cliff,Apt. 619,Lake Thomas,AK,54005,981.58,2021-04-06,65466315,U3388694,0
489 Mallory Cliff Suite 515,489 Mallory Cliff,Suite 515,Matthewshire,NY,83415,18.24,2021-04-06,65341154,U6938674,1
280 Thomas Mount Suite 897,280 Thomas Mount,Suite 897,Lake Tiffany,DE,52176,959.28,2021-04-06,27297814,U1967158,1
804 Jerry Land,804 Jerry Land,,Lake Heatherchester,MA,86209,875.72,2021-04-06,63583335,U8552865,0
93206 Shaun Plains Suite 287,93206 Shaun Plains,Suite 287,Davidfurt,FL,03767,906.72,2021-04-06,64692269,U5987032,0
438 Mitchell Gardens Suite 780,438 Mitchell Gardens,Suite 780,Lake Stevenport,AZ,36013,40.64,2021-04-06,41632903,U4757474,1
687 Alexander Divide,687 Alexander Divide,,Hudsonfurt,MO,95091,788.75,2021-04-06,87843538,U9089589,1
5912 Ramos Squares Suite 332,5912 Ramos Squares,Suite 332,South Aaronbury,DC,22970,248.26,2021-04-06,64789111,U1674430,0
081 Julie Club,081 Julie Club,,Lake James,HI,69486,452.67,2021-04-06,74402484,U5283478,1
08255 Kevin Mission,08255 Kevin Mission,,Lake Shawn,NE,86129,607.5,2021-04-06,84988969,U3478482,0
301 Smith Terrace Apt. 588,301 Smith Terrace,Apt. 588,Scottburgh,MI,26189,170.35,2021-04-06,10319022,U3163874,1
021 Gary Highway Suite 666,021 Gary Highway,Suite 666,Lake Morganmouth,FL,72038,272.9,2021-04-06,92568649,U8466727,1
5174 Tyler Union Apt. 845,5174 Tyler Union,Apt. 845,North Lisafurt,OR,52173,266.34,2021-04-06,94704431,U3305655,0
70206 Miller Point North,70206 Miller Point North,,Jane,KS,91993,811.93,2021-04-06,22133739,U7559481,1
84471 Eric Islands Suite 930,84471 Eric Islands,Suite 930,Weberville,IA,45780,314.6,2021-04-06,13983458,U6412563,0
10730 Hatfield Island,10730 Hatfield Island,,Nancymouth,NY,79349,228.41,2021-04-06,17947572,U4365348,0
67396 Vaughan Views Apt. 083,67396 Vaughan Views,Apt. 083,South Maria,AK,74246,302.76,2021-04-06,44842636,U2697387,0
43866 Nguyen Views Apt. 976,43866 Nguyen Views,Apt. 976,Myersside,SD,00558,353.21,2021-04-06,29344862,U9277273,1
5547 David Islands,5547 David Islands,,West Casey,CO,44926,656.29,2021-04-06,69060459,U1928902,0
4456 Marsh Valleys Suite 825,4456 Marsh Valleys,Suite 825,Holtchester,WA,70329,394.62,2021-04-06,79547092,U3014072,0
USNV Wheeler,USNV Wheeler,,FPO,AP,32524,823.77,2021-04-07,93903774,U2907175,0
266 Ryan Mission Suite 603,266 Ryan Mission,Suite 603,Priceside,NM,09902,329.16,2021-04-07,38853582,U3897909,1
4226 Gonzalez Square Apt. 551,4226 Gonzalez Square,Apt. 551,Cordovaport,MT,42231,115.87,2021-04-07,34051068,U2232051,0
623 Molina Cliffs,623 Molina Cliffs,,Anthonystad,SD,68872,617.27,2021-04-07,68413663,U3455109,0
100 Edwards Islands Apt. 435,100 Edwards Islands,Apt. 435,East Manuelport,SC,02650,344.22,2021-04-07,61990074,U1954701,0
5175 Williamson Village,5175 Williamson Village,,Oliviaside,OR,10540,561.35,2021-04-07,53409157,U4725208,0
16549 Arthur Mews Apt. 965,16549 Arthur Mews,Apt. 965,Donnamouth,PA,45692,36.12,2021-04-07,66042100,U6664568,0
874 Brown Port Apt. 970,874 Brown Port,Apt. 970,North Jeffrey,ND,40157,510.71,2021-04-07,68954369,U7736416,0
136 Spence Spur Apt. 489,136 Spence Spur,Apt. 489,East Bruceburgh,NY,11001,33.55,2021-04-07,42955775,U6713764,1
24423 Victor Estates Apt. 135,24423 Victor Estates,Apt. 135,Port Elizabeth,IN,30176,79.77,2021-04-07,30493195,U4828934,0
686 Reed Corners Apt. 147,686 Reed Corners,Apt. 147,Martinezview,VA,81085,539.14,2021-04-07,96541270,U6973201,0
50158 Jessica Spur Apt. 829,50158 Jessica Spur,Apt. 829,New Terri,LA,61064,739.71,2021-04-07,33086200,U9187359,0
PSC 1760 Box 5710,PSC 1760,Box 5710,APO,AA,46090,147.81,2021-04-07,59025227,U9059322,0
28812 Lambert Trafficway Apt. 370,28812 Lambert Trafficway,Apt. 370,Steinmouth,SC,75958,150.79,2021-04-07,33748892,U3680928,0
PSC 1589 Box 9027,PSC 1589,Box 9027,APO,AP,19809,631.77,2021-04-07,49311161,U2006624,1
5542 Mcguire Stream,5542 Mcguire Stream,,Wrightmouth,ME,22863,680.06,2021-04-07,94835836,U4379911,0
247 Stephen Camp,247 Stephen Camp,,Troyville,CT,56373,707.53,2021-04-07,56000723,U5958124,1
855 Matthew Burgs Apt. 186,855 Matthew Burgs,Apt. 186,West Valerieborough,OK,45241,504.86,2021-04-07,51576808,U9898873,0
23523 Stuart Pine South,23523 Stuart Pine South,,Martinside,OK,03016,42.31,2021-04-07,30050638,U3446807,1
PSC 9806 Box 5695,PSC 9806,Box 5695,APO,AP,76745,663.64,2021-04-07,46065917,U3621473,0
7896 Young Courts Apt. 136,7896 Young Courts,Apt. 136,Vaughanhaven,CT,56366,554.8,2021-04-07,19828170,U7718531,0
69301 Martin Land,69301 Martin Land,,Jasonfort,WI,06070,738.27,2021-04-07,24671106,U1651380,1
99095 Willie Manor Suite 666,99095 Willie Manor,Suite 666,Jeremyview,ID,87888,165.39,2021-04-07,84020437,U2344736,1
23971 Amanda Divide,23971 Amanda Divide,,Vanessaton,VA,11914,321.42,2021-04-07,49313046,U4274475,0
28461 Randy Prairie,28461 Randy Prairie,,Hudsonville,CA,76042,446.03,2021-04-07,61485642,U5868121,1
6902 Grimes Turnpike Apt. 995,6902 Grimes Turnpike,Apt. 995,New Crystal,CT,09760,840.59,2021-04-07,47921704,U4415305,1
25227 Brittany Plains Suite 641,25227 Brittany Plains,Suite 641,North Heathermouth,AZ,20442,996.32,2021-04-07,13127884,U6773969,0
819 Vincent Parkways,819 Vincent Parkways,,New Davidview,AZ,37047,543.84,2021-04-07,74386351,U9169682,0
8057 Jennifer Manors,8057 Jennifer Manors,,Jonathantown,LA,43531,617.49,2021-04-07,42603318,U5672651,0
9503 Johnny Stream,9503 Johnny Stream,,New Steven,WV,63022,389.42,2021-04-07,95984855,U1355190,0
23931 Morton Wall Apt. 321,23931 Morton Wall,Apt. 321,Danielville,WV,28716,184.92,2021-04-07,64245515,U7854028,0
24324 Kristopher Ferry,24324 Kristopher Ferry,,Lindsaystad,WI,47194,911.59,2021-04-08,31690628,U9009051,1
691 Callahan Drives Apt. 540,691 Callahan Drives,Apt. 540,Campbellberg,NJ,99416,17.76,2021-04-08,74572359,U6864177,0
50554 Edwards Rapids Apt. 226,50554 Edwards Rapids,Apt. 226,Nicholasburgh,PA,12266,225.98,2021-04-08,81720785,U7584033,1
6299 Vega Meadows,6299 Vega Meadows,,Hawkinsmouth,MN,11358,684.15,2021-04-08,90973729,U3463303,1
641 Samantha Parkways,641 Samantha Parkways,,East Staceymouth,ME,15059,684.82,2021-04-08,35621407,U1875724,0
11328 Bates Road Apt. 733,11328 Bates Road,Apt. 733,Port Martin,WI,15119,73.8,2021-04-08,73344349,U9414975,0
PSC 5945 Box 8415,PSC 5945,Box 8415,APO,AA,44930,212.34,2021-04-08,97427561,U7332972,1
9718 Amber Roads Apt. 272,9718 Amber Roads,Apt. 272,Scottview,NH,86563,649.22,2021-04-08,70619012,U3924528,1
6471 Arthur Mission Suite 529,6471 Arthur Mission,Suite 529,Lake Katie,CA,20147,973.4,2021-04-08,77236552,U7481129,0
USNV Lawrence,USNV Lawrence,,FPO,AP,67492,963.43,2021-04-08,83059698,U1412410,0
888 Angela Oval Suite 880,888 Angela Oval,Suite 880,North Vincentfurt,NY,17974,372.18,2021-04-08,59526558,U6647277,1
56309 Lewis Points,56309 Lewis Points,,Shieldsburgh,MD,01515,898.51,2021-04-08,87852414,U7546402,1
92076 Karen Isle Suite 353,92076 Karen Isle,Suite 353,New Christie,NH,05672,202.12,2021-04-08,52038466,U3037317,1
14308 Matthew Flats,14308 Matthew Flats,,Mcbrideville,WI,11619,399.85,2021-04-08,94366437,U5519899,1
USCGC Velasquez,USCGC Velasquez,,FPO,AP,15906,391.94,2021-04-08,66355891,U5764905,0
5778 Davidson Corners Suite 370,5778 Davidson Corners,Suite 370,Rachelland,ME,61697,694.28,2021-04-08,57745819,U4476522,0
24462 Jimmy Village,24462 Jimmy Village,,Mclaughlinland,OR,55961,746.35,2021-04-08,75515157,U7927314,0
84595 Wendy Shoals Suite 867,84595 Wendy Shoals,Suite 867,Lynnport,NM,59850,285.44,2021-04-08,97117438,U6706857,0
7291 Davis Manors Suite 517,7291 Davis Manors,Suite 517,North Melvin,WA,88460,202.26,2021-04-08,43676631,U3458613,1
25668 Amber Plains Apt. 518,25668 Amber Plains,Apt. 518,Jamesview,VA,10133,236.33,2021-04-08,91392021,U5000624,0
67819 Morrow Mount,67819 Morrow Mount,,Garciaside,MT,60760,39.63,2021-04-09,93712357,U5220739,0
671 John Motorway Apt. 335,671 John Motorway,Apt. 335,Rodneyborough,CT,14188,259.03,2021-04-09,56636497,U4464643,0
PSC 2523 Box 9348,PSC 2523,Box 9348,APO,AA,78437,810.23,2021-04-09,23025097,U4390867,0
48626 Christopher Divide,48626 Christopher Divide,,Wolfemouth,OK,88559,4.57,2021-04-09,46734196,U7884583,1
95404 Nguyen Throughway,95404 Nguyen Throughway,,North Davidton,TN,71897,1.47,2021-04-09,62110609,U6267102,0
65059 Richardson Glens Apt. 953,65059 Richardson Glens,Apt. 953,Johnville,AR,71535,548.65,2021-04-09,68292697,U3576455,1
72554 White Prairie Suite 051,72554 White Prairie,Suite 051,Hoffmanborough,CA,19848,869.58,2021-04-09,14756347,U5070820,1
3884 Jeffery Mountains Apt. 326,3884 Jeffery Mountains,Apt. 326,Deleonport,IA,49590,174.95,2021-04-09,93983593,U7644207,1
291 Jessica Streets Apt. 235,291 Jessica Streets,Apt. 235,Port Derrick,GA,29897,638.48,2021-04-09,95218617,U3505595,0
55834 Kelley Course Apt. 690,55834 Kelley Course,Apt. 690,South Madisonside,RI,96160,782.13,2021-04-09,33372082,U4133798,0
113 Alexis Village,113 Alexis Village,,Angelaview,MS,83198,35.09,2021-04-09,42387464,U3575932,1
